breedtegraad,lengtegraad,Totale uitstoot
30,94,569.63
30,95,602.36
30,96,524.67
30,97,545.15
30,98,498.07
30,99,486.32
31,0,558.63
31,1,423.99
31,2,550.3
31,3,403.85
31,4,471.93
31,5,506.61
31,6,516.77
31,7,543.78
31,8,432.13
31,9,498.97
31,10,406.95
31,11,510.11
31,12,532.13
31,13,402.1
31,14,430.42
31,15,452.73
31,16,425.95
31,17,398.13
31,18,456.24
31,19,499.39
31,20,483.42
31,21,415.92999999999995
31,22,581.26
31,23,520.35
31,24,424.77
31,25,460.57
31,26,476.72
31,27,452.04
31,28,518.75
31,29,527.73
31,30,371.26
31,31,413.92999999999995
31,32,373.93
31,33,558.55
31,34,482.89
31,35,516.4
31,36,519.12
31,37,471.54
31,38,529.03
31,39,555.96
31,40,382.78
31,41,498.25
31,42,547.34
31,43,420.0
31,44,418.2
31,45,449.67999999999995
31,46,431.70000000000005
31,47,497.9
31,48,467.01
31,49,490.55999999999995
31,50,572.5
31,51,395.65999999999997
31,52,431.43
31,53,412.39
31,54,535.09
31,55,494.27000000000004
31,56,432.47
31,57,439.52000000000004
31,58,487.21
31,59,488.92
31,60,381.01
31,61,423.02
31,62,424.1
31,63,478.57
31,64,527.59
31,65,445.11
31,66,506.48
31,67,525.86
31,68,560.46
31,69,516.3
31,70,385.88
31,71,535.8
31,72,572.32
31,73,417.93
31,74,445.76
31,75,513.53
31,76,489.83000000000004
31,77,572.1
31,78,410.65
31,79,520.63
31,80,541.0899999999999
31,81,419.77
31,82,496.01
31,83,419.44
31,84,515.75
31,85,505.64
31,86,484.32
31,87,521.04
31,88,444.08
31,89,491.16
31,90,376.39
31,91,498.33
31,92,507.40999999999997
31,93,442.69000000000005
31,94,457.33
31,95,488.51
31,96,555.79
31,97,516.48
31,98,495.93
31,99,475.8
32,0,555.84
32,1,525.56
32,2,470.91999999999996
32,3,529.45
32,4,485.18
32,5,415.64
32,6,445.61
32,7,403.99
32,8,509.97
32,9,382.86
32,10,438.05
32,11,426.41999999999996
32,12,425.80999999999995
32,13,512.72
32,14,481.69
32,15,466.56
32,16,471.85
32,17,434.1
32,18,513.63
32,19,419.13
32,20,488.48
32,21,492.20000000000005
32,22,575.29
32,23,454.93
32,24,409.85
32,25,546.86
32,26,550.39
32,27,539.1899999999999
32,28,429.03
32,29,451.19000000000005
32,30,609.0
32,31,519.47
32,32,541.96
32,33,517.15
32,34,495.18000000000006
32,35,508.92
32,36,497.15
32,37,497.99
32,38,467.72
32,39,556.89
32,40,484.4
32,41,551.37
32,42,418.07
32,43,525.1999999999999
32,44,428.38
32,45,506.0
32,46,469.19000000000005
32,47,504.74
32,48,440.8
32,49,553.92
32,50,523.82
32,51,431.09000000000003
32,52,450.89
32,53,407.46000000000004
32,54,437.51
32,55,470.84000000000003
32,56,506.16999999999996
32,57,460.98
32,58,558.02
32,59,406.47
32,60,504.61
32,61,510.73
32,62,471.72
32,63,503.57
32,64,436.30999999999995
32,65,410.28999999999996
32,66,387.5
32,67,490.0
32,68,435.54
32,69,508.01000000000005
32,70,548.29
32,71,516.44
32,72,479.85
32,73,507.4
32,74,498.78
32,75,511.71000000000004
32,76,542.73
32,77,466.37
32,78,517.38
32,79,556.27
32,80,522.37
32,81,559.7
32,82,514.24
32,83,479.14
32,84,520.09
32,85,405.77
32,86,452.27
32,87,393.8
32,88,383.09000000000003
32,89,476.22
32,90,539.92
32,91,510.45
32,92,479.51
32,93,467.84000000000003
32,94,442.5
32,95,488.71000000000004
32,96,402.36
32,97,462.58
32,98,396.53999999999996
32,99,504.55
33,0,512.53
33,1,570.76
33,2,503.91
33,3,439.87
33,4,502.32
33,5,489.37
33,6,455.01
33,7,509.51
33,8,373.51
33,9,435.64
33,10,481.54999999999995
33,11,400.13
33,12,535.84
33,13,488.03999999999996
33,14,485.89
33,15,441.64
33,16,399.72999999999996
33,17,461.78999999999996
33,18,446.14
33,19,565.85
33,20,546.1500000000001
33,21,398.04999999999995
33,22,495.65999999999997
33,23,489.28999999999996
33,24,439.34
33,25,452.65999999999997
33,26,398.83
33,27,396.86
33,28,413.03999999999996
33,29,431.91999999999996
33,30,502.78
33,31,508.22
33,32,550.8399999999999
33,33,501.90999999999997
33,34,563.0
33,35,511.87
33,36,431.67
33,37,587.56
33,38,424.29
33,39,439.04
33,40,438.98
33,41,375.57
33,42,434.27
33,43,482.18
33,44,543.75
33,45,497.68
33,46,393.84
33,47,490.04999999999995
33,48,492.29
33,49,501.53000000000003
33,50,417.89
33,51,486.66999999999996
33,52,504.92
33,53,547.35
33,54,553.85
33,55,489.93
33,56,389.8
33,57,550.91
33,58,423.12
33,59,397.86
33,60,421.76
33,61,447.66999999999996
33,62,411.0
33,63,427.28
33,64,403.4
33,65,495.99
33,66,380.57
33,67,472.90000000000003
33,68,500.02
33,69,470.40999999999997
33,70,603.66
33,71,513.95
33,72,423.78999999999996
33,73,467.78000000000003
33,74,577.17
33,75,422.2
33,76,394.91999999999996
33,77,493.84
33,78,447.15999999999997
33,79,528.58
33,80,497.65
33,81,500.75
33,82,549.6
33,83,491.97
33,84,489.05
33,85,497.58000000000004
33,86,367.7
33,87,590.92
33,88,511.27
33,89,417.53999999999996
33,90,460.16999999999996
33,91,486.86
33,92,491.78999999999996
33,93,431.13
33,94,428.51
33,95,421.95
33,96,488.38
33,97,545.9200000000001
33,98,440.0
33,99,483.62
34,0,516.36
34,1,498.03999999999996
34,2,416.63
34,3,513.13
34,4,422.55
34,5,499.23999999999995
34,6,564.6800000000001
34,7,494.99
34,8,539.4000000000001
34,9,523.03
34,10,519.75
34,11,406.04999999999995
34,12,534.5899999999999
34,13,528.99
34,14,431.4
34,15,559.1
34,16,442.15
34,17,487.13
34,18,522.64
34,19,535.34
34,20,390.91999999999996
34,21,451.59
34,22,475.32
34,23,482.51
34,24,488.54
34,25,484.43
34,26,453.5
34,27,564.4300000000001
34,28,464.81
34,29,498.54
34,30,452.62
34,31,465.56
34,32,503.79
34,33,479.48
34,34,440.96000000000004
34,35,464.13
34,36,501.25
34,37,459.74
34,38,433.03
34,39,461.78999999999996
34,40,547.19
34,41,484.91999999999996
34,42,398.84
34,43,504.94
34,44,443.85
34,45,469.67
34,46,509.32
34,47,470.68
34,48,483.9
34,49,431.45000000000005
34,50,523.69
34,51,534.43
34,52,487.6
34,53,438.12
34,54,437.87
34,55,509.90999999999997
34,56,506.12
34,57,459.54
34,58,442.05
34,59,411.18
34,60,476.46
34,61,460.09000000000003
34,62,483.28000000000003
34,63,548.19
34,64,500.14
34,65,365.27
34,66,487.55999999999995
34,67,519.74
34,68,463.06
34,69,516.46
34,70,434.97
34,71,464.03999999999996
34,72,527.98
34,73,568.2
34,74,530.0
34,75,525.83
34,76,508.75
34,77,457.82000000000005
34,78,438.2
34,79,521.03
34,80,563.46
34,81,464.91999999999996
34,82,387.28999999999996
34,83,449.95
34,84,460.03
34,85,539.84
34,86,515.24
34,87,466.47
34,88,430.63
34,89,470.14
34,90,400.98
34,91,472.13
34,92,515.87
34,93,510.31
34,94,525.33
34,95,534.77
34,96,560.74
34,97,481.0
34,98,551.65
34,99,527.98
35,0,471.08
35,1,566.59
35,2,460.42
35,3,448.06
35,4,506.44
35,5,492.65999999999997
35,6,556.65
35,7,561.88
35,8,365.06
35,9,470.47
35,10,535.45
35,11,483.11
35,12,507.59
35,13,565.44
35,14,474.43
35,15,490.54
35,16,418.27
35,17,407.75
35,18,484.48
35,19,448.52
35,20,485.38
35,21,562.24
35,22,441.72
35,23,417.90999999999997
35,24,446.42
35,25,485.78
35,26,531.48
35,27,441.28999999999996
35,28,571.22
35,29,482.25
35,30,395.99
35,31,390.16999999999996
35,32,550.5899999999999
35,33,483.48
35,34,487.43
35,35,493.77
35,36,555.71
35,37,386.92999999999995
35,38,445.06
35,39,528.46
35,40,417.76
35,41,442.63
35,42,457.16999999999996
35,43,534.72
35,44,470.02
35,45,456.02000000000004
35,46,388.86
35,47,432.25
35,48,494.94000000000005
35,49,408.43000000000006
35,50,528.78
35,51,532.4
35,52,501.76
35,53,569.74
35,54,511.63000000000005
35,55,475.57
35,56,484.22
35,57,496.38
35,58,522.8299999999999
35,59,442.01
35,60,453.57000000000005
35,61,504.51
35,62,485.27
35,63,366.15999999999997
35,64,507.66
35,65,473.09000000000003
35,66,550.91
35,67,440.98
35,68,550.51
35,69,554.62
35,70,556.42
35,71,550.3399999999999
35,72,468.65999999999997
35,73,481.06
35,74,509.84999999999997
35,75,512.85
35,76,485.25
35,77,420.37
35,78,428.25
35,79,471.94
35,80,389.21
35,81,524.38
35,82,487.15999999999997
35,83,600.1400000000001
35,84,526.22
35,85,468.0
35,86,400.40999999999997
35,87,508.85
35,88,525.51
35,89,590.6800000000001
35,90,551.75
35,91,444.36
35,92,417.17999999999995
35,93,433.78999999999996
35,94,385.52
35,95,570.98
35,96,540.8399999999999
35,97,580.95
35,98,376.19
35,99,532.93
36,0,395.14
36,1,479.71000000000004
36,2,542.33
36,3,452.16999999999996
36,4,444.44
36,5,450.67999999999995
36,6,578.09
36,7,455.43
36,8,506.13
36,9,464.47
36,10,509.13
36,11,368.52
36,12,509.77
36,13,582.55
36,14,483.05
36,15,400.46000000000004
36,16,419.62
36,17,460.99
36,18,466.71000000000004
36,19,533.61
36,20,499.68000000000006
36,21,493.04999999999995
36,22,547.76
36,23,498.69
36,24,449.72
36,25,474.0
36,26,406.19
36,27,559.5
36,28,469.47
36,29,534.9100000000001
36,30,514.27
36,31,424.20000000000005
36,32,451.96000000000004
36,33,469.04999999999995
36,34,456.45000000000005
36,35,458.71000000000004
36,36,509.5899999999999
36,37,550.5899999999999
36,38,544.53
36,39,492.1
36,40,452.92999999999995
36,41,563.99
36,42,497.37
36,43,467.31
36,44,440.73
36,45,442.97
36,46,503.5
36,47,482.66
36,48,574.5500000000001
36,49,477.57
36,50,466.70000000000005
36,51,426.47
36,52,526.31
36,53,436.96000000000004
36,54,574.81
36,55,565.3100000000001
36,56,568.99
36,57,570.02
36,58,517.71
36,59,476.82
36,60,563.61
36,61,467.82
36,62,447.49
36,63,418.73
36,64,383.63
36,65,514.48
36,66,419.34000000000003
36,67,492.49
36,68,534.4100000000001
36,69,473.18
36,70,456.35
36,71,425.14
36,72,445.27
36,73,528.54
36,74,512.9100000000001
36,75,475.86
36,76,475.92
36,77,415.12
36,78,464.87
36,79,552.49
36,80,596.52
36,81,485.24
36,82,457.06
36,83,444.19
36,84,462.85
36,85,392.44000000000005
36,86,448.71999999999997
36,87,471.9
36,88,393.41
36,89,427.25
36,90,547.06
36,91,476.56
36,92,512.13
36,93,456.38
36,94,445.34000000000003
36,95,410.2
36,96,424.65999999999997
36,97,500.69
36,98,447.56
36,99,495.48
37,0,542.64
37,1,463.39
37,2,523.06
37,3,375.43
37,4,532.44
37,5,475.21999999999997
37,6,564.24
37,7,501.29
37,8,389.27
37,9,554.8100000000001
37,10,471.48
37,11,437.49
37,12,478.76
37,13,492.59000000000003
37,14,395.2
37,15,614.64
37,16,440.13
37,17,415.52
37,18,433.02
37,19,532.97
37,20,492.65000000000003
37,21,554.72
37,22,479.9
37,23,422.65999999999997
37,24,370.3
37,25,450.83000000000004
37,26,515.01
37,27,425.03
37,28,511.68000000000006
37,29,539.79
37,30,481.51
37,31,445.93
37,32,461.36
37,33,497.54999999999995
37,34,525.22
37,35,443.85
37,36,586.5799999999999
37,37,476.12
37,38,455.1
37,39,538.1700000000001
37,40,507.96000000000004
37,41,446.48
37,42,417.11
37,43,512.6600000000001
37,44,464.02
37,45,510.42999999999995
37,46,559.6
37,47,413.17999999999995
37,48,511.68999999999994
37,49,533.05
37,50,525.9200000000001
37,51,486.09999999999997
37,52,532.9200000000001
37,53,503.31
37,54,447.18
37,55,445.96000000000004
37,56,368.04999999999995
37,57,512.23
37,58,534.24
37,59,440.12
37,60,493.44000000000005
37,61,566.55
37,62,566.51
37,63,473.39
37,64,513.8
37,65,470.7199999999999
37,66,455.75
37,67,575.66
37,68,431.71000000000004
37,69,431.20000000000005
37,70,590.1199999999999
37,71,485.34
37,72,338.83000000000004
37,73,466.27
37,74,402.31
37,75,490.04999999999995
37,76,367.62
37,77,555.9300000000001
37,78,489.99
37,79,465.48
37,80,559.3
37,81,418.23
37,82,457.72
37,83,507.21
37,84,404.96000000000004
37,85,480.44
37,86,474.99
37,87,571.44
37,88,439.37
37,89,537.38
37,90,439.97
37,91,400.32
37,92,432.93
37,93,409.67999999999995
37,94,515.59
37,95,442.27
37,96,517.48
37,97,416.04999999999995
37,98,386.37
37,99,578.13
38,0,441.55
38,1,460.85
38,2,547.8
38,3,487.45000000000005
38,4,403.39
38,5,409.45
38,6,469.71000000000004
38,7,443.09000000000003
38,8,435.43999999999994
38,9,479.68
38,10,558.57
38,11,515.15
38,12,573.0799999999999
38,13,551.3399999999999
38,14,450.71000000000004
38,15,452.84999999999997
38,16,493.54
38,17,442.35999999999996
38,18,484.7900000000001
38,19,535.63
38,20,458.99
38,21,369.35
38,22,398.88
38,23,437.48
38,24,541.05
38,25,503.40999999999997
38,26,558.8399999999999
38,27,497.40999999999997
38,28,439.30000000000007
38,29,434.24
38,30,391.89
38,31,533.1500000000001
38,32,487.15000000000003
38,33,451.18999999999994
38,34,469.1
38,35,453.21
38,36,469.63
38,37,489.52
38,38,514.15
38,39,525.36
38,40,525.16
38,41,413.77000000000004
38,42,406.38
38,43,524.24
38,44,426.54
38,45,417.12
38,46,385.78999999999996
38,47,455.65
38,48,509.21000000000004
38,49,503.74
38,50,567.8499999999999
38,51,492.84
38,52,471.86
38,53,430.48
38,54,523.17
38,55,421.93
38,56,421.03
38,57,438.53999999999996
38,58,388.49
38,59,525.4
38,60,390.15999999999997
38,61,485.56000000000006
38,62,496.16
38,63,402.15
38,64,524.66
38,65,440.51
38,66,541.62
38,67,506.7
38,68,467.30999999999995
38,69,434.76
38,70,420.51
38,71,466.73
38,72,448.74
38,73,507.96000000000004
38,74,503.78
38,75,529.69
38,76,440.55999999999995
38,77,471.99
38,78,480.47
38,79,570.27
38,80,529.4
38,81,484.46000000000004
38,82,504.25
38,83,400.79999999999995
38,84,524.48
38,85,587.03
38,86,416.49
38,87,468.01
38,88,439.83
38,89,441.7
38,90,471.52
38,91,533.12
38,92,550.44
38,93,453.16
38,94,436.37
38,95,443.21000000000004
38,96,381.55999999999995
38,97,542.99
38,98,440.63
38,99,477.37
39,0,421.95
39,1,493.21000000000004
39,2,541.7
39,3,593.56
39,4,472.47
39,5,463.26000000000005
39,6,598.22
39,7,567.6800000000001
39,8,476.15
39,9,402.72999999999996
39,10,428.45
39,11,502.6
39,12,397.26
39,13,571.25
39,14,492.83
39,15,456.28999999999996
39,16,546.26
39,17,547.77
39,18,531.65
39,19,505.72
39,20,500.78999999999996
39,21,482.90999999999997
39,22,543.69
39,23,481.56
39,24,504.84000000000003
39,25,364.76
39,26,516.35
39,27,444.97
39,28,506.97
39,29,410.73
39,30,428.73
39,31,476.32
39,32,474.05
39,33,620.65
39,34,459.22
39,35,488.40999999999997
39,36,434.38
39,37,424.31999999999994
39,38,401.02
39,39,562.3199999999999
39,40,489.48
39,41,381.68
39,42,461.29
39,43,411.98
39,44,480.5
39,45,411.51
39,46,529.49
39,47,503.83000000000004
39,48,465.85
39,49,527.27
39,50,476.18
39,51,479.9
39,52,537.69
39,53,534.18
39,54,443.83000000000004
39,55,450.54
39,56,437.74
39,57,511.22999999999996
39,58,462.78
39,59,437.02
39,60,425.94
39,61,523.15
39,62,501.17
39,63,454.37
39,64,587.24
39,65,448.40999999999997
39,66,511.37
39,67,527.79
39,68,471.09
39,69,428.86
39,70,442.71
39,71,471.99
39,72,432.65
39,73,519.4300000000001
39,74,437.28999999999996
39,75,581.3499999999999
39,76,561.75
39,77,515.0699999999999
39,78,553.09
39,79,495.44000000000005
39,80,434.03999999999996
39,81,421.76
39,82,478.64
39,83,513.49
39,84,360.55999999999995
39,85,405.86
39,86,443.59000000000003
39,87,485.97
39,88,353.14
39,89,407.93
39,90,541.65
39,91,424.46
39,92,416.82
39,93,465.84000000000003
39,94,471.28000000000003
39,95,390.34000000000003
39,96,571.0899999999999
39,97,418.02
39,98,471.63
39,99,440.24
40,0,424.26
40,1,565.28
40,2,399.23
40,3,526.63
40,4,490.44
40,5,497.61
40,6,479.53
40,7,517.5699999999999
40,8,481.17999999999995
40,9,554.02
40,10,505.25
40,11,432.72
40,12,473.18999999999994
40,13,437.08000000000004
40,14,415.09000000000003
40,15,471.44
40,16,609.25
40,17,584.48
40,18,374.07
40,19,453.84000000000003
40,20,463.71000000000004
40,21,578.36
40,22,461.32
40,23,498.18
40,24,408.26
40,25,544.97
40,26,417.63
40,27,448.59000000000003
40,28,442.79
40,29,502.26
40,30,511.06
40,31,536.6
40,32,452.65
40,33,452.34000000000003
40,34,405.57
40,35,494.02
40,36,539.78
40,37,497.93000000000006
40,38,367.93999999999994
40,39,387.36
40,40,428.34999999999997
40,41,567.79
40,42,366.46
40,43,410.93
40,44,487.77
40,45,409.03999999999996
40,46,461.99
40,47,496.69
40,48,414.73
40,49,461.12
40,50,372.13
40,51,459.9
40,52,465.59000000000003
40,53,561.03
40,54,494.52
40,55,473.24
40,56,550.52
40,57,495.69
40,58,504.11
40,59,398.08
40,60,463.85
40,61,448.17
40,62,455.6
40,63,533.13
40,64,514.69
40,65,536.45
40,66,385.28
40,67,396.09
40,68,494.94
40,69,370.79
40,70,464.48
40,71,479.83000000000004
40,72,390.88
40,73,430.23
40,74,451.41999999999996
40,75,387.82
40,76,413.8
40,77,433.88
40,78,584.7
40,79,598.14
40,80,446.36
40,81,397.1
40,82,499.2
40,83,439.71
40,84,516.5600000000001
40,85,547.1
40,86,411.89000000000004
40,87,427.20000000000005
40,88,391.26
40,89,402.76
40,90,442.47
40,91,502.92
40,92,556.2
40,93,503.5
40,94,397.26
40,95,477.53999999999996
40,96,390.43
40,97,533.98
40,98,456.99
40,99,561.11
41,0,472.43
41,1,502.08000000000004
41,2,410.07
41,3,483.17999999999995
41,4,448.11
41,5,498.31999999999994
41,6,572.53
41,7,562.43
41,8,504.3
41,9,444.56
41,10,478.13
41,11,460.40999999999997
41,12,462.02
41,13,509.93000000000006
41,14,474.48
41,15,593.28
41,16,556.6899999999999
41,17,468.83000000000004
41,18,491.32000000000005
41,19,552.25
41,20,474.46000000000004
41,21,525.65
41,22,471.23
41,23,526.81
41,24,512.06
41,25,418.57
41,26,560.55
41,27,583.5
41,28,592.5699999999999
41,29,472.05
41,30,479.40999999999997
41,31,416.77
41,32,499.53999999999996
41,33,361.23
41,34,509.91999999999996
41,35,498.85
41,36,550.47
41,37,514.65
41,38,488.62
41,39,485.89
41,40,552.24
41,41,445.06
41,42,477.49
41,43,387.90999999999997
41,44,523.7
41,45,504.83
41,46,553.54
41,47,436.34000000000003
41,48,421.21999999999997
41,49,453.05
41,50,426.44000000000005
41,51,445.61
41,52,512.49
41,53,515.23
41,54,524.79
41,55,411.28
41,56,480.71000000000004
41,57,442.21000000000004
41,58,417.69
41,59,446.76
41,60,466.35
41,61,373.65000000000003
41,62,409.74
41,63,460.68
41,64,454.30999999999995
41,65,502.28
41,66,547.77
41,67,497.59000000000003
41,68,432.64
41,69,594.97
41,70,385.86
41,71,456.97
41,72,394.11
41,73,534.5
41,74,450.0
41,75,498.1
41,76,511.94
41,77,384.11
41,78,563.48
41,79,393.35
41,80,525.06
41,81,539.65
41,82,435.65999999999997
41,83,540.81
41,84,488.84000000000003
41,85,486.88
41,86,556.34
41,87,457.67999999999995
41,88,480.74
41,89,505.49
41,90,488.78999999999996
41,91,520.6700000000001
41,92,383.28999999999996
41,93,463.15
41,94,446.16999999999996
41,95,484.84000000000003
41,96,479.9
41,97,514.68
41,98,407.66
41,99,420.99
42,0,536.72
42,1,506.27000000000004
42,2,462.7
42,3,407.01
42,4,511.67999999999995
42,5,420.21000000000004
42,6,456.94
42,7,525.3
42,8,534.24
42,9,436.91999999999996
42,10,495.54999999999995
42,11,568.94
42,12,450.53
42,13,485.84000000000003
42,14,509.87
42,15,414.85
42,16,587.69
42,17,453.45
42,18,541.13
42,19,533.09
42,20,509.25
42,21,452.96000000000004
42,22,569.5600000000001
42,23,475.37
42,24,429.78
42,25,507.20000000000005
42,26,523.01
42,27,461.14000000000004
42,28,458.81000000000006
42,29,360.34999999999997
42,30,390.51
42,31,425.42
42,32,554.22
42,33,539.0899999999999
42,34,465.58
42,35,381.89
42,36,433.23
42,37,575.98
42,38,440.57
42,39,524.6600000000001
42,40,359.0
42,41,446.14
42,42,467.83000000000004
42,43,486.64
42,44,427.82
42,45,528.09
42,46,473.38
42,47,503.23
42,48,462.04999999999995
42,49,425.15999999999997
42,50,521.6600000000001
42,51,433.28
42,52,446.15
42,53,2650.19
42,54,2650.19
42,55,2650.19
42,56,2650.19
42,57,2650.19
42,58,569.22
42,59,493.87
42,60,367.53
42,61,478.55999999999995
42,62,476.0
42,63,410.97
42,64,400.24
42,65,478.02
42,66,541.14
42,67,458.0
42,68,389.46000000000004
42,69,507.42
42,70,524.04
42,71,461.31
42,72,440.94
42,73,503.74
42,74,533.8000000000001
42,75,409.02
42,76,396.42
42,77,510.96
42,78,502.86
42,79,473.29
42,80,512.12
42,81,572.12
42,82,510.13
42,83,485.56999999999994
42,84,524.76
42,85,512.37
42,86,413.84000000000003
42,87,560.58
42,88,455.25
42,89,412.67999999999995
42,90,425.11
42,91,554.54
42,92,522.91
42,93,470.78
42,94,511.18999999999994
42,95,474.23
42,96,431.14
42,97,502.79
42,98,476.47
42,99,564.37
43,0,474.63000000000005
43,1,573.87
43,2,502.45
43,3,529.25
43,4,522.82
43,5,502.58
43,6,352.99
43,7,451.52
43,8,456.74
43,9,435.19
43,10,595.25
43,11,387.46000000000004
43,12,432.58
43,13,518.0
43,14,505.65
43,15,502.32000000000005
43,16,524.6700000000001
43,17,399.3
43,18,546.13
43,19,429.31999999999994
43,20,506.97
43,21,382.77
43,22,520.55
43,23,469.57000000000005
43,24,470.76
43,25,528.2
43,26,569.0
43,27,474.59000000000003
43,28,477.24
43,29,484.1
43,30,452.01
43,31,531.46
43,32,461.64
43,33,433.87
43,34,423.97
43,35,390.89
43,36,569.63
43,37,490.78000000000003
43,38,451.20000000000005
43,39,469.94
43,40,504.6700000000001
43,41,528.1600000000001
43,42,433.44
43,43,384.67
43,44,453.09
43,45,447.54
43,46,382.34000000000003
43,47,583.0600000000001
43,48,389.78
43,49,504.35
43,50,458.97
43,51,443.62
43,52,486.13
43,53,2650.19
43,54,5070.06
43,55,5070.06
43,56,5070.06
43,57,2650.19
43,58,492.56999999999994
43,59,508.51
43,60,459.2
43,61,523.06
43,62,415.53999999999996
43,63,499.31999999999994
43,64,428.4
43,65,489.16
43,66,545.95
43,67,417.28999999999996
43,68,600.38
43,69,508.94
43,70,415.32
43,71,479.01
43,72,534.52
43,73,393.68
43,74,375.34000000000003
43,75,456.84000000000003
43,76,375.26
43,77,484.56
43,78,540.59
43,79,424.70000000000005
43,80,408.39
43,81,535.6
43,82,470.41
43,83,470.44
43,84,485.88
43,85,445.11
43,86,445.5
43,87,553.09
43,88,411.59000000000003
43,89,590.54
43,90,536.08
43,91,411.68
43,92,552.3
43,93,526.84
43,94,525.6800000000001
43,95,456.2
43,96,439.51
43,97,403.89
43,98,469.07
43,99,392.22
44,0,488.68000000000006
44,1,401.27
44,2,468.99
44,3,484.06
44,4,514.68
44,5,519.61
44,6,401.73
44,7,455.05
44,8,491.27
44,9,524.34
44,10,490.0
44,11,479.69000000000005
44,12,514.6500000000001
44,13,570.68
44,14,534.74
44,15,542.55
44,16,421.56
44,17,481.88
44,18,419.66
44,19,502.66999999999996
44,20,587.14
44,21,522.78
44,22,483.82
44,23,471.99
44,24,510.15
44,25,453.40999999999997
44,26,394.76
44,27,404.99
44,28,506.71999999999997
44,29,391.0
44,30,477.14
44,31,543.8299999999999
44,32,510.95
44,33,453.91999999999996
44,34,437.64
44,35,438.46000000000004
44,36,475.90999999999997
44,37,514.12
44,38,537.2
44,39,447.19
44,40,469.35
44,41,505.08
44,42,578.35
44,43,561.01
44,44,473.62
44,45,409.13
44,46,478.81
44,47,546.61
44,48,521.51
44,49,399.92
44,50,431.96999999999997
44,51,496.65999999999997
44,52,496.76
44,53,2650.19
44,54,5070.06
44,55,7898.7300000000005
44,56,5070.06
44,57,2650.19
44,58,442.21000000000004
44,59,503.56
44,60,367.96000000000004
44,61,547.7
44,62,556.44
44,63,421.28000000000003
44,64,430.8
44,65,450.07
44,66,471.81
44,67,356.01
44,68,538.9300000000001
44,69,460.28999999999996
44,70,467.87
44,71,528.85
44,72,379.38
44,73,469.31
44,74,471.32
44,75,550.5600000000001
44,76,400.90999999999997
44,77,428.72
44,78,519.5
44,79,554.64
44,80,474.58000000000004
44,81,505.52
44,82,423.16
44,83,445.69000000000005
44,84,425.55
44,85,534.59
44,86,409.91999999999996
44,87,488.4
44,88,545.54
44,89,438.51
44,90,536.21
44,91,491.78
44,92,494.44
44,93,431.21999999999997
44,94,559.31
44,95,458.20000000000005
44,96,549.96
44,97,418.21999999999997
44,98,478.68
44,99,505.23
45,0,553.77
45,1,476.64
45,2,533.1700000000001
45,3,488.05
45,4,486.66999999999996
45,5,562.32
45,6,475.51
45,7,380.08
45,8,438.29
45,9,536.97
45,10,469.55999999999995
45,11,514.85
45,12,413.19000000000005
45,13,492.96
45,14,523.73
45,15,372.05
45,16,490.08000000000004
45,17,418.07
45,18,544.55
45,19,396.37
45,20,529.41
45,21,455.67
45,22,394.25
45,23,449.54999999999995
45,24,534.98
45,25,424.74
45,26,475.29999999999995
45,27,533.95
45,28,435.39000000000004
45,29,465.72
45,30,531.23
45,31,470.57
45,32,443.34000000000003
45,33,558.4
45,34,404.29999999999995
45,35,538.23
45,36,522.16
45,37,487.52
45,38,447.69
45,39,553.25
45,40,422.02
45,41,502.04999999999995
45,42,535.11
45,43,472.42
45,44,438.29
45,45,477.4
45,46,534.5
45,47,472.62
45,48,436.12
45,49,493.53999999999996
45,50,485.38
45,51,444.54999999999995
45,52,458.52
45,53,2650.19
45,54,5070.06
45,55,5070.06
45,56,5070.06
45,57,2650.19
45,58,405.25
45,59,477.51
45,60,374.79999999999995
45,61,475.77
45,62,456.84000000000003
45,63,440.25
45,64,477.2
45,65,505.15000000000003
45,66,504.13000000000005
45,67,444.56000000000006
45,68,427.62
45,69,478.2
45,70,484.03
45,71,408.53
45,72,564.61
45,73,468.81
45,74,407.25
45,75,504.88000000000005
45,76,463.32
45,77,561.1700000000001
45,78,402.9
45,79,399.9
45,80,470.45000000000005
45,81,484.57
45,82,506.69
45,83,406.61
45,84,505.28999999999996
45,85,559.73
45,86,540.9399999999999
45,87,520.84
45,88,458.24
45,89,516.3499999999999
45,90,486.48
45,91,540.02
45,92,440.15
45,93,435.21999999999997
45,94,409.98
45,95,461.86
45,96,505.31999999999994
45,97,468.09000000000003
45,98,466.21000000000004
45,99,468.94000000000005
46,0,414.67
46,1,497.44
46,2,573.51
46,3,457.72
46,4,389.36
46,5,468.02
46,6,458.9
46,7,480.35
46,8,430.48
46,9,495.18999999999994
46,10,512.5799999999999
46,11,470.63
46,12,490.04999999999995
46,13,533.78
46,14,377.3
46,15,464.29999999999995
46,16,413.35
46,17,430.12
46,18,575.24
46,19,459.55
46,20,468.61
46,21,485.79
46,22,449.36
46,23,445.41999999999996
46,24,489.61
46,25,397.65999999999997
46,26,437.47
46,27,389.17999999999995
46,28,495.59000000000003
46,29,480.09999999999997
46,30,481.39
46,31,458.61
46,32,454.67
46,33,529.49
46,34,393.65999999999997
46,35,516.36
46,36,438.09000000000003
46,37,390.07
46,38,446.83000000000004
46,39,527.05
46,40,531.27
46,41,424.06
46,42,531.3499999999999
46,43,493.32000000000005
